time,fa_swc_20,fa_swc_40,fa_swc_100,g2e_swc_20,g2e_swc_40,g2e_swc_100,crop_swc_20,crop_swc_40,crop_swc_100,syntropic_swc_20,syntropic_swc_40,syntropic_swc_100,fa_iso_20,fa_iso_40,fa_iso_100,g2e_iso_20,g2e_iso_40,g2e_iso_100,crop_iso_20,crop_iso_40,crop_iso_100,syntropic_iso_20,syntropic_iso_40,syntropic_iso_100
2019/6/1,0.070736458,0.092751389,0.126242014,,,,0.088338542,0.232572917,0.347536458,0.084015625,0.137505208,0.31434375,,,,,,,,,,,,
2019/6/2,0.066097917,0.090169097,0.124358333,,,,0.081609375,0.231674479,0.347880208,0.07925,0.135083333,0.3119375,,,,,,,,,,,,
2019/6/3,0.061838542,0.087311111,0.122035764,,,,0.075041667,0.230346354,0.348041667,0.074614583,0.131901042,0.308442708,,,,,,,,,,,,
2019/6/4,0.058388542,0.084337847,0.119480556,,,,0.069473958,0.229122396,0.348776042,0.071171875,0.128869792,0.3055,,,,,,,,,,,,
2019/6/5,0.055634028,0.081295486,0.116885417,,,,0.065291667,0.227651042,0.349151042,0.071192708,0.127515625,0.306026042,,,,,,,,,,,,
2019/6/6,0.053788542,0.078464583,0.114293056,,,,0.061489583,0.226273437,0.349791667,0.071375,0.12715625,0.307901042,,,,,,,,,,,,
2019/6/7,0.054707292,0.076521181,0.112648958,,,,0.059088542,0.225015625,0.350401042,0.071151042,0.126411458,0.309901042,,,,,,,,,,,,
2019/6/8,0.052196875,0.074363542,0.11033125,,,,0.056833333,0.223151042,0.3505,0.070958333,0.125692708,0.311109375,,,,,,,,,,,,
2019/6/9,0.050376389,0.072217361,0.107829167,,,,0.054625,0.220908854,0.350473958,0.070302083,0.124682292,0.311276042,,,,,,,,,,,,
2019/6/10,0.049021181,0.07004375,0.105212847,,,,0.054979167,0.219252604,0.349770833,0.070807292,0.124125,0.311458333,,,,,,,,,,,,
2019/6/11,0.103295139,0.072713194,0.104419444,,,,0.085421875,0.218875,0.349541667,0.087244792,0.123645833,0.312432292,,,,,,,,,,,,
2019/6/12,0.085130903,0.075465278,0.104076042,,,,0.0854375,0.218760417,0.34990625,0.101380208,0.1238125,0.313723958,,,,,,,,,,,,
2019/6/13,0.074315972,0.074171875,0.102890278,,,,0.084369792,0.218578125,0.350125,0.108734375,0.123786458,0.314848958,,,,,,,,,,,,
2019/6/14,0.066837153,0.072291319,0.101292361,,,,0.082791667,0.217570312,0.350104167,0.109807292,0.12328125,0.314682292,,,,,,,,,,,,
2019/6/15,0.060779514,0.070113889,0.099251736,,,,0.080765625,0.217182292,0.349541667,0.107640625,0.123114583,0.314223958,,,,,,,,,,,,
2019/6/16,0.056394097,0.067883681,0.096861458,,,,0.0773125,0.216882812,0.34996875,0.103932292,0.122807292,0.313786458,,,,,,,,,,,,
2019/6/17,0.053571181,0.066107292,0.094609028,,,,0.074104167,0.215914062,0.349911458,0.100421875,0.121885417,0.312588542,,,,,,,,,,,,
2019/6/18,0.051118947,0.06422807,0.092094035,,,,0.071229167,0.215242187,0.34921875,0.095390625,0.120916667,0.309989583,-33.63886107,-46.73276765,,,,,,,,,,
2019/6/19,0.049052778,0.062389236,0.089492708,,,,0.068416667,0.214851562,0.349109375,0.089604167,0.119572917,0.307541667,,,,,,,,,,,,
2019/6/20,0.047402778,0.060679514,0.087026389,,,,0.065822917,0.214546875,0.349052083,0.084635417,0.118036458,0.305171875,,,,,,,,,,,,
2019/6/21,0.069801736,0.059137847,0.085251042,,,,0.064140625,0.214020833,0.349192708,0.080567708,0.116119792,0.3033125,,,,,,,,,,,,
2019/6/22,0.06014375,0.057765972,0.0834875,,,,0.063010417,0.213229167,0.348973958,0.076822917,0.113994792,0.300598958,,,,,,,,,,,,
2019/6/23,0.053928125,0.0565125,0.081451042,,,,0.061989583,0.212539063,0.348791667,0.073125,0.111552083,0.297208333,,,,,,,,,,,,
2019/6/24,0.050101389,0.055423958,0.079306944,,,,0.061192708,0.212104167,0.348265625,0.069697917,0.108791667,0.292833333,,,,,,,,,,,,
2019/6/25,0.048054167,0.054590278,0.077771528,,,,0.060625,0.211861979,0.348015625,0.066401042,0.105760417,0.28715625,,,,,,,,,,,,
2019/6/26,,,,,,,0.059776042,0.212197917,0.34803125,0.063296875,0.102473958,0.281494792,,,,,,,,,,,,
2019/6/27,,,,,,,0.0583125,0.212484375,0.348322917,0.060057292,0.098583333,0.2765625,,,,,,,,,,,,
2019/6/28,,,,,,,0.056395833,0.2116875,0.348390625,0.057536458,0.0949375,0.273223958,,,,,,,,,,,,
2019/6/29,,,,,,,0.05534375,0.210427083,0.348208333,0.055515625,0.091494792,0.2684375,,,,,,,,,,,,
2019/6/30,,,,,,,0.054723958,0.209895833,0.34765625,0.053807292,0.088432292,0.262723958,,,,,,,,,,,,
2019/7/1,,,,,,,0.054057292,0.209984375,0.347541667,0.052088542,0.085583333,0.259229167,,,,,,,,,,,,
2019/7/2,0.038532609,0.047493478,0.06499058,,,,0.05253125,0.209429687,0.347473958,0.0499375,0.082786458,0.257010417,,,,,,,,,,,,
2019/7/3,0.038044792,0.046957986,0.064073611,,,,0.051239583,0.208075521,0.347322917,0.0483125,0.080125,0.254854167,,,,,,,,,,,,
2019/7/4,0.037539931,0.046268056,0.062861111,,,,0.050609375,0.206752604,0.346661458,0.047645833,0.078125,0.252552083,,,,,,,,,,,,
2019/7/5,0.037207986,0.045636458,0.061753125,,,,0.05015625,0.206117187,0.345697917,0.046875,0.076583333,0.250979167,,,,,,,,,,,,
2019/7/6,0.040055556,0.045040625,0.060842708,,,,0.0500625,0.205375,0.344947917,0.046458333,0.075109375,0.249546875,,,,,,,,,,,,
2019/7/7,0.067411111,0.044458681,0.060492708,,,,0.049395833,0.204773438,0.344385417,0.045692708,0.074098958,0.248921875,,,,,,,,,,,,
2019/7/8,0.054779861,0.044200694,0.059875347,,,,0.048927083,0.203552083,0.34378125,0.045052083,0.072838542,0.247604167,,,,,,,,,,,,
2019/7/9,0.050520139,0.043895139,0.059479167,,,,0.049041667,0.202507813,0.343036458,0.04503125,0.071953125,0.246526042,,,,,,,,,,,,
2019/7/10,,,,,,,0.049260417,0.201898437,0.342177083,0.045182292,0.071526042,0.245979167,,,,,,,,,,,,
2019/7/11,,,,,,,0.050088542,0.201770833,0.3415,0.045703125,0.071322917,0.24571875,,,,,,,,,,,,
2019/7/12,,,,,,,0.051489583,0.202255208,0.341119792,0.046286458,0.071541667,0.246546875,,,,,,,,,,,,
2019/7/13,,,,,,,0.052760417,0.202341146,0.341145833,0.046677083,0.0715,0.247375,,,,,,,,,,,,
2019/7/14,,,,,,,0.134338542,0.203546875,0.341255208,0.119411458,0.109682292,0.247916667,,,,,,,,,,,,
2019/7/15,,,,,,,0.245875,0.2164375,0.341130208,0.233869792,0.225546875,0.248442708,,,,,,,,,,,,
2019/7/16,,,,,,,0.223776042,0.228190104,0.340671875,0.21640625,0.226901042,0.247890625,-46.24829327,-49.83152178,,,,,,,,,,
2019/7/17,,,,,,,0.210822917,0.232979167,0.340072917,0.20453125,0.225645833,0.247760417,,,,,,,,,,,,
2019/7/18,,,,,,,0.200755208,0.237307292,0.339583333,0.19359375,0.2230625,0.248135417,,,,,,,,,,,,
2019/7/19,,,,,,,0.193234375,0.240466146,0.339671875,0.184234375,0.219744792,0.249567708,,,,,,,,,,,,
2019/7/20,,,,,,,0.192104167,0.242669271,0.339760417,0.178947917,0.216505208,0.2501875,,,,,,,,,,,,
2019/7/21,,,,,,,0.226755208,0.248145833,0.340135417,0.20365625,0.220536458,0.251651042,,,,,,,,,,,,
2019/7/22,,,,,,,0.213979167,0.254708333,0.340484375,0.194661458,0.222333333,0.252916667,,,,,,,,,,,,
2019/7/23,,,,,,,0.206390625,0.257273438,0.3406875,0.184859375,0.219234375,0.253114583,,,,,,,,,,,,
2019/7/24,,,,,,,0.198203125,0.258372396,0.341239583,0.172984375,0.214421875,0.254057292,,,,,,,,,,,,
2019/7/25,,,,,,,0.190640625,0.258880208,0.34178125,0.160411458,0.208265625,0.255057292,,,,,,,,,,,,
2019/7/26,,,,,,,0.183380208,0.259033854,0.341828125,0.147177083,0.200703125,0.25603125,,,,,,,,,,,,
2019/7/27,,,,,,,0.176510417,0.258820312,0.342567708,0.134234375,0.192583333,0.2564375,,,,,,,,,,,,
2019/7/28,,,,,,,0.170796875,0.257950521,0.343072917,0.121838542,0.184380208,0.256317708,,,,,,,,,,,,
2019/7/29,,,,,,,0.165578125,0.257789063,0.343432292,0.111703125,0.17659375,0.256453125,,,,,,,,,,,,
2019/7/30,,,,,,,0.16221875,0.257067708,0.343583333,0.10503125,0.170020833,0.257005208,,,,,,,,,,,,
2019/7/31,,,,,,,0.171130208,0.256322917,0.343625,0.098604167,0.163630208,0.257328125,,,,,,,,,,,,
2019/8/1,,,,,,,0.211578125,0.257885417,0.3436875,0.109458333,0.158526042,0.257052083,,,,,,,,,,,,
2019/8/2,,,,,,,0.20171875,0.260130208,0.343515625,0.116395833,0.154255208,0.25634375,,,,,,,,,,,,
2019/8/3,,,,,,,0.193723958,0.26040625,0.342932292,0.113578125,0.150286458,0.255729167,,,,,,,,,,,,
2019/8/4,,,,,,,0.186302083,0.260033854,0.342505208,0.10765625,0.146354167,0.255338542,,,,,,,,,,,,
2019/8/5,,,,,,,0.17971875,0.259098958,0.342395833,0.10121875,0.142489583,0.254677083,,,,,,,,,,,,
2019/8/6,0.04323617,0.04629078,0.055270922,,,,0.173536458,0.258429688,0.34165625,0.094890625,0.138739583,0.254057292,,,,,,,,,,,,
2019/8/7,0.044774306,0.045991319,0.055051736,,,,0.1680625,0.257869792,0.34128125,0.089052083,0.135015625,0.253786458,,,,,,,,,,,,
2019/8/8,0.043437153,0.045438542,0.054795833,,,,0.1621875,0.257070312,0.34096875,0.0829375,0.131140625,0.253526042,,,,,,,,,,,,
2019/8/9,0.042022917,0.044896181,0.054419097,,,,0.152666667,0.256046875,0.340817708,0.073427083,0.125208333,0.25328125,,,,,,,,,,,,
2019/8/10,0.040997569,0.04438125,0.053998611,,,,0.143244792,0.255322917,0.340661458,0.066739583,0.118536458,0.253067708,,,,,,,,,,,,
2019/8/11,0.040057292,0.043855556,0.053570833,,,,0.132770833,0.254223958,0.340703125,0.061276042,0.111723958,0.252822917,,,,,,,,,,,,
2019/8/12,0.039235417,0.043313542,0.053134028,,,,0.123791667,0.253125,0.340739583,0.057588542,0.105057292,0.2523125,,,,,,,,,,,,
2019/8/13,0.038503158,0.042786667,0.05277614,,,,0.116484375,0.251458333,0.340598958,0.055010417,0.099052083,0.251953125,,,,,,,,,,,,
2019/8/14,0.037826736,0.042290625,0.052386806,,,,0.10840625,0.249770833,0.340229167,0.05275,0.093708333,0.251010417,,,,,,,,,,,,
2019/8/15,0.037301042,0.041831944,0.0520625,,,,0.101140625,0.247789063,0.339505208,0.05125,0.08925,0.249833333,,,,,,,,,,,,
2019/8/16,0.037040278,0.041382292,0.051782639,,,,0.096348958,0.245960937,0.339026042,0.0503125,0.085869792,0.24909375,,,,,,,,,,,,
2019/8/17,0.036724306,0.041009722,0.051501389,,,,0.090989583,0.244546875,0.33846875,0.048916667,0.082953125,0.248145833,,,,,,,,,,,,
2019/8/18,0.039195486,0.040692014,0.051398264,,,,0.08940625,0.243247396,0.338046875,0.048677083,0.080979167,0.247708333,,,,,,,,,,,,
2019/8/19,0.048879514,0.040384375,0.051477778,,,,0.091625,0.242239583,0.337822917,0.0495,0.07965625,0.248276042,,,,,,,,,,,,
2019/8/20,0.044755903,0.040116319,0.051251042,,,,0.09003125,0.240773437,0.33753125,0.04909375,0.078338542,0.248244792,-34.4617343,-46.9374368,,,,,,,,,,
2019/8/21,0.046244097,0.040192361,0.051001389,,,,0.08934375,0.239536458,0.337166667,0.049390625,0.077583333,0.248453125,,,,,,,,,,,,
2019/8/22,0.043792014,0.039833681,0.050966319,,,,0.08753125,0.238291667,0.336859375,0.049338542,0.077265625,0.248505208,,,,,,,,,,,,
2019/8/23,0.041391667,0.039534028,0.0508125,,,,0.085223958,0.236731771,0.336296875,0.049473958,0.076979167,0.2485,,,,,,,,,,,,
2019/8/24,0.039904861,0.039325,0.050552083,,,,0.081151042,0.235544271,0.335864583,0.049489583,0.076963542,0.2486875,,,,,,,,,,,,
2019/8/25,0.0387875,0.039054167,0.050280208,,,,0.07584375,0.234197917,0.335427083,0.049494792,0.076578125,0.249369792,,,,,,,,,,,,
2019/8/26,0.037921181,0.038782292,0.050037153,,,,0.070859375,0.23296875,0.335447917,0.049515625,0.076380208,0.249614583,,,,,,,,,,,,
2019/8/27,0.037259028,0.038563542,0.049844792,,,,0.066802083,0.231942708,0.335557292,0.049348958,0.076125,0.250520833,,,,,,,,,,,,
2019/8/28,0.036715278,0.038377083,0.049677778,,,,0.063625,0.230518229,0.335890625,0.049104167,0.075604167,0.251416667,,,,,,,,,,,,
2019/8/29,0.036244444,0.038232292,0.049545486,,,,0.061,0.229059896,0.336078125,0.048583333,0.074979167,0.25178125,,,,,,,,,,,,
2019/8/30,0.03584375,0.038038194,0.049392014,,,,0.05871875,0.227013021,0.336109375,0.048197917,0.074510417,0.251864583,,,,,,,,,,,,
2019/8/31,0.035515625,0.037880556,0.049235764,,,,0.056708333,0.224945312,0.335729167,0.047744792,0.073822917,0.251770833,,,,,,,,,,,,
2019/9/1,0.035219097,0.037715972,0.049101389,,,,0.055041667,0.222924479,0.335625,0.047317708,0.073244792,0.251473958,,,,,,,,,,,,
2019/9/2,0.034835764,0.037570486,0.048966667,,,,0.053052083,0.220783854,0.335052083,0.046432292,0.072604167,0.251536458,,,,,,,,,,,,
2019/9/3,0.034447826,0.037477536,0.048892754,,,,0.050901042,0.217940104,0.334755208,0.04521875,0.071036458,0.250796875,,,,,,,,,,,,
2019/9/4,,,,,,,0.05040625,0.214875,0.333697917,0.044854167,0.070213542,0.248708333,,,,,,,,,,,,
2019/9/5,,,,,,,0.049671875,0.212708333,0.332875,0.044567708,0.069666667,0.247614583,,,,,,,,,,,,
2019/9/6,,,,,,,0.048651042,0.210226562,0.332411458,0.043744792,0.068807292,0.246375,,,,,,,,,,,,
2019/9/7,,,,,,,0.047739583,0.208005208,0.33140625,0.043333333,0.067911458,0.245088542,,,,,,,,,,,,
2019/9/8,,,,,,,0.04765625,0.205684896,0.330140625,0.043067708,0.0675,0.243385417,,,,,,,,,,,,
2019/9/9,,,,,,,0.0475,0.204557292,0.329130208,0.043057292,0.067125,0.242760417,,,,,,,,,,,,
2019/9/10,0.090334722,0.037219444,0.048232639,,,,0.04790625,0.203473958,0.328385417,0.042869792,0.0665,0.241833333,,,,,,,,,,,,
2019/9/11,0.079642361,0.037273958,0.048313194,,,,0.047901042,0.201976562,0.327645833,0.04265625,0.066265625,0.240932292,,,,,,,,,,,,
2019/9/12,0.067594444,0.037085069,0.048327083,,,,0.048510417,0.200979167,0.326770833,0.042942708,0.0663125,0.240203125,,,,,,,,,,,,
2019/9/13,0.058642361,0.036838194,0.048340278,,,,0.048875,0.200330729,0.326020833,0.043140625,0.066255208,0.24,,,,,,,,,,,,
2019/9/14,0.051456944,0.036652778,0.048382639,,,,0.048640625,0.199361979,0.325119792,0.04275,0.06565625,0.239552083,,,,,,,,,,,,
2019/9/15,0.046469792,0.036604514,0.048299306,,,,0.04859375,0.197838542,0.324166667,0.0425625,0.0655,0.238567708,,,,,,,,,,,,
2019/9/16,0.043341319,0.036557292,0.048185764,,,,0.049161458,0.196838542,0.322973958,0.043,0.0655,0.238005208,,,,,,,,,,,,
2019/9/17,0.041885764,0.036536806,0.048233333,,,,0.049036458,0.196268229,0.322411458,0.04290625,0.0655,0.238,-35.20522917,-43.58291232,,,,,,,,,,
2019/9/18,0.041613542,0.036543403,0.048378819,,,,0.048677083,0.195145833,0.321682292,0.042,0.064552083,0.237276042,,,,,,,,,,,,
2019/9/19,0.040214236,0.036417361,0.048280208,,,,0.048489583,0.193802083,0.320651042,0.041921875,0.064494792,0.235848958,,,,,,,,,,,,
2019/9/20,0.039137153,0.036305556,0.048122569,,,,0.048338542,0.192630208,0.319421875,0.041744792,0.06403125,0.2348125,,,,,,,,,,,,
2019/9/21,0.038286806,0.036198264,0.047978472,,,,0.04878125,0.191677083,0.318244792,0.0423125,0.064223958,0.233953125,,,,,,,,,,,,
2019/9/22,0.037505556,0.036109028,0.047836806,,,,0.048484375,0.190851562,0.317151042,0.042338542,0.064171875,0.233765625,,,,,,,,,,,,
2019/9/23,0.036819097,0.036008681,0.047708681,,,,0.048192708,0.190119792,0.3160625,0.042395833,0.064145833,0.233567708,,,,,,,,,,,,
2019/9/24,0.036488889,0.035935556,0.047633333,,,,0.0485,0.189692708,0.31540625,0.042765625,0.0645,0.233911458,,,,,,,,,,,,
2019/9/25,,,,,,,0.0485,0.189523437,0.315119792,0.042786458,0.0645,0.234072917,,,,,,,,,,,,
2019/9/26,,,,,,,0.048729167,0.189333333,0.314854167,0.042921875,0.0645,0.234791667,,,,,,,,,,,,
2019/9/27,,,,,,,0.048984375,0.189268229,0.314578125,0.043114583,0.0645,0.234989583,,,,,,,,,,,,
2019/9/28,,,,,,,0.04903125,0.189067708,0.314609375,0.043015625,0.0645,0.235046875,,,,,,,,,,,,
2019/9/29,,,,,,,0.049640625,0.18865625,0.314427083,0.043041667,0.0645,0.235036458,,,,,,,,,,,,
2019/9/30,,,,,,,0.054578125,0.188453125,0.314213542,0.043307292,0.0645,0.235005208,,,,,,,,,,,,
2019/10/1,0.149086232,0.036815217,0.047747101,,,,0.091192708,0.188197917,0.313890625,0.043458333,0.064322917,0.234854167,,,,,,,,,,,,
2019/10/2,0.175179514,0.037087847,0.047390278,,,,0.157427083,0.187880208,0.3135625,0.0535,0.064380208,0.234546875,,,,,,,,,,,,
2019/10/3,0.1767,0.037925,0.047356597,,,,0.185322917,0.186932292,0.313151042,0.103895833,0.063640625,0.2339375,,,,,,,,,,,,
2019/10/4,0.169886458,0.038253125,0.047442708,,,,0.188255208,0.186145833,0.312526042,0.131677083,0.0635,0.232708333,,,,,,,,,,,,
2019/10/5,0.201641667,0.049620139,0.047203819,,,,0.240104167,0.185776042,0.311994792,0.194864583,0.0635,0.232083333,,,,,,,,,,,,
2019/10/6,0.182961458,0.063131944,0.047258333,,,,0.229505208,0.186026042,0.311265625,0.205484375,0.063510417,0.231088542,,,,,,,,,,,,
2019/10/7,0.165685417,0.067817708,0.047396875,,,,0.213161458,0.194757812,0.310354167,0.192119792,0.069791667,0.229651042,,,,,,,,,,,,
2019/10/8,0.152421404,0.070380702,0.047437193,,,,0.207635417,0.203057292,0.309286458,0.186416667,0.083052083,0.228244792,,,,,,,,,,,,
2019/10/9,0.146889583,0.071526389,0.047426736,,,,0.207744792,0.208989583,0.30846875,0.188078125,0.0989375,0.227572917,,,,,,,,,,,,
2019/10/10,0.173287847,0.07199375,0.047320139,,,,0.21596875,0.214833333,0.307765625,0.196385417,0.117578125,0.227859375,,,,,,,,,,,,
2019/10/11,0.182334028,0.073948264,0.047347569,,,,0.214036458,0.221046875,0.30753125,0.197020833,0.138135417,0.228494792,,,,,,,,,,,,
2019/10/12,0.165731597,0.075414931,0.047472569,,,,0.206734375,0.224786458,0.3075,0.191171875,0.153822917,0.228682292,,,,,,,,,,,,
2019/10/13,0.150944097,0.075946181,0.047685417,,,,0.200229167,0.226807292,0.307505208,0.18359375,0.161755208,0.229572917,,,,,,,,,,,,
2019/10/14,0.135570139,0.075875347,0.047897222,,,,0.195083333,0.228369792,0.307505208,0.17375,0.165760417,0.230708333,,,,,,,,,,,,
2019/10/15,0.122404965,0.075663121,0.048065248,,,,0.190364583,0.229135417,0.308177083,0.169338542,0.167864583,0.231557292,-52.27296183,-48.89914734,,,,,,,,,,
2019/10/16,0.11548125,0.075453125,0.048186806,,,,0.192041667,0.229432292,0.308177083,0.167604167,0.16878125,0.231677083,,,,,,,,,,,,
2019/10/17,0.111395486,0.075118056,0.048218403,,,,0.199854167,0.230091146,0.308109375,0.175161458,0.171385417,0.231510417,,,,,,,,,,,,
2019/10/18,0.106478125,0.074492708,0.048292361,,,,0.196979167,0.2314375,0.30778125,0.175052083,0.17509375,0.2316875,,,,,,,,,,,,
2019/10/19,0.102498264,0.074027431,0.048320833,,,,0.1944375,0.232164062,0.307895833,0.1740625,0.177046875,0.232369792,,,,,,,,,,,,
2019/10/20,0.099667014,0.073602083,0.048380903,,,,0.193145833,0.232257812,0.307645833,0.172453125,0.1778125,0.231880208,,,,,,,,,,,,
2019/10/21,0.096635417,0.073074306,0.048439236,,,,0.191130208,0.232315104,0.307078125,0.170401042,0.1785,0.231651042,,,,,,,,,,,,
2019/10/22,0.094230556,0.072682292,0.048476389,,,,0.189192708,0.232364583,0.307020833,0.168229167,0.178489583,0.231619792,,,,,,,,,,,,
2019/10/23,0.091857639,0.072177778,0.048487153,,,,0.186854167,0.231958333,0.306973958,0.165786458,0.178130208,0.231520833,,,,,,,,,,,,
2019/10/24,0.090008333,0.0716875,0.048485417,,,,0.1855,0.231786458,0.306723958,0.164083333,0.177739583,0.231557292,,,,,,,,,,,,
2019/10/25,0.088156597,0.071189583,0.048490972,,,,0.183682292,0.231609375,0.306541667,0.1620625,0.177510417,0.231770833,,,,,,,,,,,,
2019/10/26,0.085361111,0.070342014,0.048465625,,,,0.181145833,0.231307292,0.306317708,0.15984375,0.176786458,0.231635417,,,,,,,,,,,,
2019/10/27,0.082682292,0.069453819,0.048436806,,,,0.179744792,0.230997396,0.306036458,0.158005208,0.17625,0.231364583,,,,,,,,,,,,
2019/10/28,0.080889583,0.068820139,0.048466667,,,,0.179895833,0.230510417,0.305880208,0.157364583,0.175609375,0.23075,,,,,,,,,,,,
2019/10/29,0.079762821,0.068328205,0.048447436,,,,0.178942708,0.229617188,0.305489583,0.156192708,0.175302083,0.229526042,,,,,,,,,,,,
2019/10/30,,,,,,,0.177427083,0.228567708,0.304901042,0.154140625,0.174640625,0.228072917,,,,,,,,,,,,
2019/10/31,,,,,,,0.176223958,0.226919271,0.303833333,0.152302083,0.173911458,0.226083333,,,,,,,,,,,,
2019/11/1,,,,,,,0.175072917,0.225580729,0.302692708,0.150770833,0.173557292,0.224036458,,,,,,,,,,,,
2019/11/2,,,,,,,0.175635417,0.225026042,0.301427083,0.151015625,0.173354167,0.222536458,,,,,,,,,,,,
2019/11/3,,,,,,,0.181265625,0.225567708,0.30065625,0.153984375,0.173432292,0.222640625,,,,,,,,,,,,
2019/11/4,,,,,,,0.209463542,0.226736979,0.300604167,0.174291667,0.17440625,0.223390625,,,,,,,,,,,,
2019/11/5,,,,,,,0.225130208,0.230695312,0.300963542,0.1963125,0.181104167,0.224177083,,,,,,,,,,,,
2019/11/6,,,,,,,0.221473958,0.235104167,0.301,0.195635417,0.190182292,0.224770833,,,,,,,,,,,,
2019/11/7,,,,,,,0.221067708,0.237848958,0.301130208,0.195979167,0.197484375,0.224973958,,,,,,,,,,,,
2019/11/8,,,,,,,0.217739583,0.239169271,0.301125,0.192838542,0.201484375,0.224890625,,,,,,,,,,,,
2019/11/9,,,,,,,0.218208333,0.239846354,0.30071875,0.19328125,0.203885417,0.224296875,,,,,,,,,,,,
2019/11/10,,,,,,,0.218916667,0.240986979,0.3005,0.193359375,0.206666667,0.224223958,,,,,,,,,,,,
2019/11/11,,,,,,,0.216588542,0.241122396,0.3005,0.191098958,0.207588542,0.223625,,,,,,,,,,,,
2019/11/12,,,,,,,0.21446875,0.2409375,0.300416667,0.188510417,0.207890625,0.222958333,,,,,,,,,,,,
2019/11/13,0.133442361,0.065356597,0.048177431,,,,0.212614583,0.241039063,0.299671875,0.186807292,0.207885417,0.22209375,,,,,,,,,,,,
2019/11/14,0.130996181,0.065332639,0.048202778,,,,0.2110625,0.241098958,0.299307292,0.185057292,0.207421875,0.221677083,,,,,,,,,,,,
2019/11/15,0.128608333,0.065352083,0.048244444,,,,0.20940625,0.240908854,0.298880208,0.183364583,0.207088542,0.221140625,,,,,,,,,,,,
2019/11/16,0.126928472,0.065415972,0.048203472,,,,0.210270833,0.241091146,0.298572917,0.18396875,0.207109375,0.221161458,,,,,,,,,,,,
2019/11/17,0.125891667,0.065469097,0.048211806,,,,0.210395833,0.241322917,0.2985,0.18434375,0.207546875,0.221223958,,,,,,,,,,,,
2019/11/18,0.124708681,0.065528125,0.048234375,,,,0.210541667,0.241286458,0.298302083,0.184307292,0.207635417,0.221036458,,,,,,,,,,,,
2019/11/19,0.124133681,0.065592708,0.048243056,,,,0.211458333,0.241958333,0.297958333,0.185130208,0.208255208,0.2210625,,,,,,,,,,,,
2019/11/20,0.143793056,0.065472222,0.048228125,,,,0.218083333,0.242421875,0.297723958,0.19028125,0.209578125,0.220854167,,,,,,,,,,,,
2019/11/21,0.164267708,0.066756597,0.048228125,,,,0.224901042,0.243914062,0.2975625,0.196307292,0.212213542,0.220911458,,,,,,,,,,,,
2019/11/22,0.195858333,0.080714236,0.0484,,,,0.240098958,0.247994792,0.297541667,0.212260417,0.220494792,0.221473958,,,,,,,,,,,,
2019/11/23,0.186376389,0.081748611,0.048394444,,,,0.233786458,0.250703125,0.297697917,0.206276042,0.223572917,0.222442708,,,,,,,,,,,,
2019/11/24,0.178606944,0.082337153,0.048364931,,,,0.229572917,0.251145833,0.297744792,0.201578125,0.223755208,0.222104167,,,,,,,,,,,,
2019/11/25,0.172722222,0.082920833,0.048296875,,,,0.226817708,0.251125,0.297588542,0.19840625,0.223140625,0.221213542,,,,,,,,,,,,
2019/11/26,0.168044444,0.083467708,0.048265972,,,,0.224734375,0.251333333,0.2975,0.196151042,0.223041667,0.220682292,,,,,,,,,,,,
2019/11/27,0.164062847,0.083991667,0.048256597,,,,0.223421875,0.251677083,0.297552083,0.194416667,0.222473958,0.220614583,,,,,,,,,,,,
2019/11/28,0.162133333,0.084476736,0.0483,,,,0.224494792,0.25203125,0.297354167,0.19596875,0.22309375,0.220645833,,,,,,,,,,,,
2019/11/29,0.160926736,0.085023958,0.048314236,,,,0.223661458,0.252635417,0.297140625,0.196296875,0.223802083,0.221088542,,,,,,,,,,,,
2019/11/30,0.158921181,0.085521875,0.048302431,,,,0.221854167,0.252755208,0.2973125,0.193395833,0.223640625,0.220927083,,,,,,,,,,,,
2019/12/1,0.156691319,0.085911806,0.0483,,,,0.220713542,0.251552083,0.296614583,0.191625,0.223109375,0.2195625,,,,,,,,,,,,
2019/12/2,0.154738889,0.086272917,0.048270833,,,,0.219572917,0.251325521,0.296,0.190911458,0.222838542,0.218494792,,,,,,,,,,,,
2019/12/3,0.152891319,0.086616667,0.048266667,,,,0.218796875,0.251315104,0.295661458,0.190520833,0.222520833,0.218192708,,,,,,,,,,,,
2019/12/4,0.151202083,0.086886458,0.048281944,,,,0.218255208,0.251080729,0.295328125,0.19078125,0.222458333,0.217505208,,,,,,,,,,,,
2019/12/5,0.149620833,0.087145486,0.048304514,,,,0.216734375,0.250804687,0.294895833,0.187927083,0.221598958,0.217390625,,,,,,,,,,,,
2019/12/6,0.1481625,0.087368403,0.048313889,,,,0.216072917,0.249895833,0.294526042,0.184390625,0.2205625,0.216380208,,,,,,,,,,,,
2019/12/7,0.152140972,0.087464583,0.048459028,,,,0.226130208,0.250841146,0.293927083,0.194416667,0.2220625,0.215567708,,,,,,,,,,,,
2019/12/8,0.158633681,0.088034028,0.048504861,,,,0.227666667,0.252895833,0.293817708,0.199895833,0.225328125,0.216109375,,,,,,,,,,,,
2019/12/9,0.160437847,0.088795833,0.048520833,,,,0.226192708,0.25409375,0.294098958,0.20021875,0.2263125,0.217328125,,,,,,,,,,,,
2019/12/10,0.161103819,0.089503819,0.048548611,,,,0.225604167,0.254755208,0.2945,0.20071875,0.22725,0.217895833,,,,,,,,,,,,
